time, load
1356813072, 6.2846225362254415
1356813072, 6.284633245307589
1356813073, 6.284666887895526
1356813073, 6.284678087637644
1356813073, 6.2846883059387295
1356813073, 6.28469120687609
1356813073, 6.284709233201625
1356813073, 6.284743857019038
1356813073, 6.284754565947097
1356813073, 6.284757466823663
1356813073, 6.284759876979834
1356813073, 6.28476277784749
1356813074, 6.284757870694733
1356813074, 6.284776387578987
1356813074, 6.284779288426947
1356813074, 6.284789997267978
1356813074, 6.28479289810079
1356813074, 6.284803116197963
1356813074, 6.284806017015768
1356813074, 6.284832341746835
1356813074, 6.284835242537298
1356813074, 6.284838143323228
1356813075, 6.2848649586869385
1356813075, 6.28486736872614
1356813075, 6.284878077422306
1356813075, 6.284880978165731
1356813075, 6.284883878904623
1356813075, 6.2848794624337785
1356813075, 6.284889680368835
1356813075, 6.284892581094141
1356813075, 6.284894991096252
1356813076, 6.284890574631731
1356813076, 6.284909091136228
1356813076, 6.28492760761182
1356813076, 6.2849768648595585
1356813076, 6.284995381251875
1356813076, 6.285045129088658
1356813076, 6.285086578254607
1356813076, 6.285097777392238
1356813076, 6.28510848578226
1356813076, 6.285127001999513
1356813077, 6.285146008921856
1356813077, 6.285163543612285
1356813077, 6.285166934826435
1356813077, 6.285177643120647
1356813077, 6.285203476288146
1356813077, 6.285206376729491
1356813077, 6.2852019601016735
1356813077, 6.2851970527447065
1356813077, 6.285207270237862
1356813077, 6.285210170667199
1356813078, 6.285228195908019
1356813078, 6.285255010363258
1356813078, 6.285257910748513
1356813078, 6.285253003371238
1356813078, 6.285255903753523
1356813078, 6.285266121139514
1356813078, 6.285261704504535
1356813078, 6.285272412606872
1356813078, 6.285283120692483
1356813078, 6.285324568906461
1356813079, 6.285327959959531
1356813079, 6.285361600361654
1356813079, 6.285380116045886
1356813079, 6.285414247094067
1356813079, 6.285424955017945
1356813079, 6.2854278552408545
1356813079, 6.285430755459231
1356813079, 6.285449271017185
1356813079, 6.285459978880269
1356813079, 6.28546287906677
1356813080, 6.285465779248739
1356813080, 6.285483803973094
1356813080, 6.28547938724067
1356813080, 6.285520834829796
1356813080, 6.285539350214776
1356813080, 6.285534442702826
1356813080, 6.285537342815104
1356813080, 6.285547559782287
1356813080, 6.285550950630494
1356813080, 6.2855616583213845
1356813081, 6.285579682835333
1356813081, 6.285575266066914
1356813081, 6.2855776753822425
1356813081, 6.285580575444698
1356813081, 6.285576158685998
1356813081, 6.285585884805073
1356813081, 6.285604890714922
1356813081, 6.285607790747065
1356813081, 6.285618498317518
1356813081, 6.285659945262921
1356813082, 6.285678951061385
1356813082, 6.2857208886493225
1356813082, 6.2857311053383995
1356813082, 6.285726688505321
1356813082, 6.28572909766784
1356813082, 6.285739805084219
1356813082, 6.285750512483872
1356813082, 6.285753903138897
1356813082, 6.285771436472601
1356813082, 6.285782143821649
1356813083, 6.285777726977173
1356813083, 6.285803558469581
