time, load
1356813072, 5.7446868981904515
1356813072, 5.7447140936239265
1356813073, 5.744717416190099
1356813073, 5.74473590636795
1356813073, 5.744739228911627
1356813073, 5.744742551450116
1356813073, 5.744753682049918
1356813073, 5.74480385293424
1356813073, 5.744830599577369
1356813073, 5.744833922034147
1356813073, 5.744836795926446
1356813073, 5.7448401183729345
1356813074, 5.744843440814236
1356813074, 5.744846763250351
1356813074, 5.744857893698381
1356813074, 5.744869024129017
1356813074, 5.7448801545422725
1356813074, 5.744891284938163
1356813074, 5.744894607323943
1356813074, 5.744928713087745
1356813074, 5.744924676021512
1356813074, 5.744927549810967
1356813075, 5.744954296060953
1356813075, 5.744958066948442
1356813075, 5.744960940702484
1356813075, 5.744964263015461
1356813075, 5.744959777379918
1356813075, 5.7449630996886185
1356813075, 5.744959062623437
1356813075, 5.744961936365414
1356813075, 5.744973066583597
1356813076, 5.744976388871535
1356813076, 5.744987070497814
1356813076, 5.745037688736474
1356813076, 5.745095217657152
1356813076, 5.745153195054073
1356813076, 5.745164773645584
1356813076, 5.745222302322347
1356813076, 5.745241240136423
1356813076, 5.745252370057443
1356813076, 5.745271307818456
1356813077, 5.745297604816884
1356813077, 5.745300926822381
1356813077, 5.745304697406809
1356813077, 5.745308019401847
1356813077, 5.745319149218588
1356813077, 5.745322022612697
1356813077, 5.745317985355825
1356813077, 5.745320858746453
1356813077, 5.745324180715642
1356813077, 5.745327951263107
1356813078, 5.745345991633329
1356813078, 5.745373634096467
1356813078, 5.745383866618809
1356813078, 5.745387188525569
1356813078, 5.7453827026624396
1356813078, 5.745378665391613
1356813078, 5.7453819872949055
1356813078, 5.745385309193026
1356813078, 5.745388631085959
1356813078, 5.745414927591469
1356813079, 5.745418249455824
1356813079, 5.745422019901568
1356813079, 5.745456124032756
1356813079, 5.7454902281053535
1356813079, 5.745493998491398
1356813079, 5.745497320281046
1356813079, 5.745492834373962
1356813079, 5.745511771530261
1356813079, 5.745522452385657
1356813079, 5.7455184150610705
1356813080, 5.745521288227508
1356813080, 5.745524609980038
1356813080, 5.745527931727366
1356813080, 5.745562484062631
1356813080, 5.745580972465177
1356813080, 5.745576935118706
1356813080, 5.74557289777789
1356813080, 5.74558357850573
1356813080, 5.745579092573678
1356813080, 5.745590221872021
1356813081, 5.745624325374138
1356813081, 5.745627647020015
1356813081, 5.74563141725622
1356813081, 5.7456347388916384
1356813081, 5.745645419507156
1356813081, 5.745640933551684
1356813081, 5.745667229280002
1356813081, 5.745678807035702
1356813081, 5.745682128620899
1356813081, 5.74570887285131
1356813082, 5.745743424584006
1356813082, 5.745785335196317
1356813082, 5.745788656687708
1356813082, 5.745791978173912
1356813082, 5.7457952996549295
1356813082, 5.7457912622212035
1356813082, 5.745809301503797
1356813082, 5.7458052640668456
1356813082, 5.745816393021784
1356813082, 5.745811906982212
1356813083, 5.745815228432107
1356813083, 5.745825908749197
1356813083, 5.74582967878662
1356813083, 5.74584035907462
1356813083, 5.745851487949153
1356813083, 5.745863065411768
1356813083, 5.7458737456460796
1356813083, 5.745884874468473
1356813083, 5.745888195840408
1356813083, 5.745883709780131
1356813084, 5.745887031147788
1356813084, 5.745890352510244
1356813084, 5.745901481276235
1356813084, 5.745943391026387
1356813084, 5.7459623271286375
1356813084, 5.745966097031655
1356813084, 5.746008455241082
1356813084, 5.746042557390865
1356813084, 5.7460458786134865
1356813084, 5.746057007196356
1356813085, 5.7460754945044386
1356813085, 5.746079264309984
1356813085, 5.746145044270776
1356813085, 5.746187402105704
1356813085, 5.746213696578408
1356813085, 5.74621746627507
1356813085, 5.746235953358749
1356813085, 5.746270952300577
1356813085, 5.74627382468951
1356813085, 5.746277145702791
1356813086, 5.746272659413108
1356813086, 5.746268621758389
1356813086, 5.746271494140359
1356813086, 5.746282622424587
1356813086, 5.746332787058421
1356813086, 5.746343915277407
1356813086, 5.7463628507402404
1356813086, 5.746373978918385
1356813086, 5.746376851196189
1356813086, 5.746396235222548
1356813087, 5.746430336421611
1356813087, 5.746449271741568
1356813087, 5.7464838214800125
1356813087, 5.746487142292793
1356813087, 5.746490463100386
1356813087, 5.746501591108526
1356813087, 5.746504911899649
1356813087, 5.74651603987914
1356813087, 5.7465193606538065
1356813088, 5.7465153228828
1356813088, 5.746526002187565
1356813088, 5.74653713011584
1356813088, 5.746540450863662
1356813088, 5.746543322964655
1356813554, 5.742593604418886
1356813554, 5.742612473868931
1356813554, 5.7426702374629315
1356813554, 5.742720222138459
1356813554, 5.7427702067362105
1356813555, 5.742780850453272
1356813555, 5.742800613125894
1356813555, 5.742811256801204
1356813555, 5.742814121660558
1356813555, 5.742817879958608
1356813555, 5.74282074480783
1356813555, 5.742824056373749
1356813555, 5.742827814656081
1356813555, 5.742830679490126
1356813555, 5.742833544319254
1356813556, 5.742860192129015
1356813556, 5.742910176143539
1356813556, 5.742929045109548
1356813556, 5.742932803300548
1356813556, 5.742935668031166
1356813556, 5.742931647486529
1356813556, 5.7429345122136795
1356813556, 5.742945602374931
1356813556, 5.742941135106179
1356813556, 5.742944446544698
